date,website,brand,impressions,clicks,conversions,revenue
2/14/23,healthyfeet.com,Asics,1372,96,7,$224
2/14/23,healthyfeet.com,Altra,1200,87,7,$224
2/15/23,healthyfeet.com,Hoka,4210,393,23,"$1,564"
2/15/23,healthyfeet.com,Saucony,3321,170,19,$779
2/15/23,healthyfeet.com,On Cloud,3165,241,25,"$1,375"
2/15/23,healthyfeet.com,Brooks,3062,261,26,$910
2/15/23,healthyfeet.com,Nike,2169,172,18,$864
2/15/23,healthyfeet.com,Reebok,2010,134,9,$342
2/15/23,healthyfeet.com,New Balance,1989,178,11,$330
2/15/23,healthyfeet.com,Adidas,1837,120,8,$160
2/15/23,healthyfeet.com,Altra,1411,63,5,$145
2/15/23,healthyfeet.com,Asics,1301,75,5,$105
2/16/23,healthyfeet.com,Hoka,4778,395,31,"$2,139"
2/16/23,healthyfeet.com,Saucony,3094,179,20,$920
2/16/23,healthyfeet.com,Brooks,2924,268,27,"$1,080"
2/16/23,healthyfeet.com,On Cloud,2836,301,26,"$1,430"
2/16/23,healthyfeet.com,Nike,2526,212,24,"$1,008"
2/16/23,healthyfeet.com,Reebok,2372,136,8,$312
2/16/23,healthyfeet.com,New Balance,1903,120,9,$270
2/16/23,healthyfeet.com,Adidas,1616,112,8,$280
2/16/23,healthyfeet.com,Altra,1261,92,8,$216
2/16/23,healthyfeet.com,Asics,1232,86,6,$192
2/17/23,healthyfeet.com,Hoka,4145,473,39,"$2,106"
2/17/23,healthyfeet.com,On Cloud,3234,371,37,"$2,035"
2/17/23,healthyfeet.com,Saucony,2999,231,23,$943
2/17/23,healthyfeet.com,Brooks,2939,309,32,"$1,184"
2/17/23,healthyfeet.com,Nike,2636,185,18,$738
2/17/23,healthyfeet.com,Reebok,2368,130,10,$360
2/17/23,healthyfeet.com,Adidas,1854,141,12,$492
2/17/23,healthyfeet.com,New Balance,1697,148,10,$300
2/17/23,healthyfeet.com,Altra,1369,75,6,$156
2/17/23,healthyfeet.com,Asics,1222,54,5,$160
2/18/23,healthyfeet.com,Hoka,4248,427,24,"$1,368"
2/18/23,healthyfeet.com,Brooks,3777,393,45,"$1,305"
2/18/23,healthyfeet.com,On Cloud,3495,300,24,"$1,320"
2/18/23,healthyfeet.com,Saucony,3233,183,20,$940
2/18/23,healthyfeet.com,Nike,2836,158,16,$912
2/18/23,healthyfeet.com,Reebok,2499,149,8,$400
2/18/23,healthyfeet.com,New Balance,1587,135,8,$240
2/18/23,healthyfeet.com,Asics,1578,99,8,$136
2/18/23,healthyfeet.com,Adidas,1562,100,8,$344
2/18/23,healthyfeet.com,Altra,1498,68,6,$210
2/19/23,healthyfeet.com,Hoka,4958,491,42,"$2,100"
2/19/23,healthyfeet.com,Brooks,3586,357,35,"$1,120"
2/19/23,healthyfeet.com,Saucony,3153,240,26,"$1,066"
2/19/23,healthyfeet.com,On Cloud,2704,250,26,"$1,430"
2/19/23,healthyfeet.com,Reebok,2064,111,8,$320
2/19/23,healthyfeet.com,Nike,2005,126,12,$516
2/19/23,healthyfeet.com,Adidas,1923,141,9,$333
2/19/23,healthyfeet.com,New Balance,1533,123,7,$210
2/19/23,healthyfeet.com,Altra,1328,102,10,$260
2/19/23,healthyfeet.com,Asics,1227,77,5,$160
2/20/23,healthyfeet.com,Hoka,4475,455,24,"$1,464"
2/20/23,healthyfeet.com,Brooks,3110,252,30,$690
2/20/23,healthyfeet.com,On Cloud,3042,261,25,"$1,375"
2/20/23,healthyfeet.com,Saucony,2767,250,24,"$1,056"
2/20/23,healthyfeet.com,Nike,2411,213,22,$880
2/20/23,healthyfeet.com,Reebok,2115,147,9,$441
2/20/23,healthyfeet.com,Adidas,1932,166,13,$260
2/20/23,healthyfeet.com,New Balance,1919,132,8,$240
2/20/23,healthyfeet.com,Altra,1414,88,7,$196
2/20/23,healthyfeet.com,Asics,1238,75,5,$140
2/21/23,healthyfeet.com,Brooks,3838,310,31,"$1,023"
2/21/23,healthyfeet.com,Hoka,3712,401,26,"$1,560"
2/21/23,healthyfeet.com,Saucony,3418,236,26,"$1,092"
2/21/23,healthyfeet.com,On Cloud,3234,266,28,"$1,540"
2/21/23,healthyfeet.com,Nike,2684,232,26,$910
2/21/23,healthyfeet.com,Reebok,2101,121,8,$224
2/21/23,healthyfeet.com,New Balance,1925,135,8,$240
2/21/23,healthyfeet.com,Adidas,1557,138,12,$492
2/21/23,healthyfeet.com,Asics,1439,74,4,$92
2/21/23,healthyfeet.com,Altra,1261,83,8,$264
2/22/23,healthyfeet.com,Hoka,4517,417,35,"$1,925"
2/22/23,healthyfeet.com,On Cloud,3449,330,30,"$1,650"
2/22/23,healthyfeet.com,Saucony,3101,223,21,$987
2/22/23,healthyfeet.com,Brooks,2906,322,38,$798
2/22/23,healthyfeet.com,Reebok,2392,115,7,$315
2/22/23,healthyfeet.com,Nike,2152,135,14,$462
2/22/23,healthyfeet.com,Adidas,1764,152,12,$444
2/22/23,healthyfeet.com,New Balance,1739,135,8,$240
2/22/23,healthyfeet.com,Asics,1302,81,5,$145
2/22/23,healthyfeet.com,Altra,1246,80,7,$238
2/23/23,healthyfeet.com,Hoka,3682,306,19,$855
2/23/23,healthyfeet.com,Brooks,3609,373,41,"$1,558"
2/23/23,healthyfeet.com,On Cloud,3316,294,26,"$1,430"
2/23/23,healthyfeet.com,Saucony,3016,300,29,"$1,160"
2/23/23,healthyfeet.com,Reebok,2191,136,10,$320
2/23/23,healthyfeet.com,Nike,2179,134,13,$767
2/23/23,healthyfeet.com,Adidas,1932,133,10,$340
2/23/23,healthyfeet.com,New Balance,1582,85,5,$150
2/23/23,healthyfeet.com,Asics,1419,97,7,$119
2/23/23,healthyfeet.com,Altra,1415,105,9,$180
2/24/23,healthyfeet.com,On Cloud,4006,300,24,"$1,320"
2/24/23,healthyfeet.com,Hoka,3795,323,17,"$1,020"
2/24/23,healthyfeet.com,Brooks,3364,330,33,$726
2/24/23,healthyfeet.com,Saucony,3229,266,25,"$1,100"
2/24/23,healthyfeet.com,Nike,2242,129,14,$826
2/24/23,healthyfeet.com,Reebok,2183,124,7,$224
2/24/23,healthyfeet.com,Adidas,1938,148,12,$360
2/24/23,healthyfeet.com,New Balance,1582,110,8,$240
2/24/23,healthyfeet.com,Asics,1369,77,5,$145
2/24/23,healthyfeet.com,Altra,1275,65,6,$126
2/25/23,healthyfeet.com,Hoka,4721,453,34,"$2,380"
2/25/23,healthyfeet.com,On Cloud,3377,364,37,"$2,035"
2/25/23,healthyfeet.com,Brooks,3270,389,45,"$1,485"
2/25/23,healthyfeet.com,Nike,2810,216,22,$924
2/25/23,healthyfeet.com,Saucony,2768,233,26,"$1,118"
2/25/23,healthyfeet.com,Reebok,2121,103,6,$150
2/25/23,healthyfeet.com,New Balance,1847,138,10,$300
2/25/23,healthyfeet.com,Adidas,1527,103,9,$207
2/25/23,healthyfeet.com,Asics,1303,59,4,$136
2/25/23,healthyfeet.com,Altra,1218,75,7,$196
2/26/23,healthyfeet.com,Hoka,4594,487,43,"$3,096"
2/26/23,healthyfeet.com,Saucony,3324,185,19,$874
2/26/23,healthyfeet.com,Brooks,3236,371,41,"$1,066"
2/26/23,healthyfeet.com,On Cloud,3172,257,26,"$1,430"
2/26/23,healthyfeet.com,Nike,2786,241,23,"$1,196"
2/26/23,healthyfeet.com,Reebok,2451,169,13,$494
2/26/23,healthyfeet.com,Adidas,1958,132,12,$444
2/26/23,healthyfeet.com,New Balance,1925,112,8,$240
2/26/23,healthyfeet.com,Altra,1409,63,5,$100
2/26/23,healthyfeet.com,Asics,1346,69,4,$76
2/27/23,healthyfeet.com,Hoka,4499,533,37,"$2,775"
2/27/23,healthyfeet.com,Saucony,3131,304,28,"$1,344"
2/27/23,healthyfeet.com,Brooks,3068,352,37,$888
2/27/23,healthyfeet.com,On Cloud,3011,357,34,"$1,870"
2/27/23,healthyfeet.com,Reebok,2101,104,8,$288
2/27/23,healthyfeet.com,Nike,1997,166,16,$864
2/27/23,healthyfeet.com,Adidas,1947,145,11,$176
2/27/23,healthyfeet.com,New Balance,1903,110,8,$240
2/27/23,healthyfeet.com,Altra,1383,89,7,$175
2/27/23,healthyfeet.com,Asics,1331,86,5,$105
2/28/23,healthyfeet.com,Hoka,3675,343,25,"$1,225"
2/28/23,healthyfeet.com,On Cloud,3121,364,38,"$2,090"
2/28/23,healthyfeet.com,Brooks,2903,300,35,$910
2/28/23,healthyfeet.com,Nike,2848,252,26,"$1,248"
2/28/23,healthyfeet.com,Saucony,2773,188,21,$861
2/28/23,healthyfeet.com,Reebok,2496,163,13,$455
2/28/23,healthyfeet.com,New Balance,1751,156,11,$330
2/28/23,healthyfeet.com,Adidas,1643,146,13,$559
2/28/23,healthyfeet.com,Altra,1269,80,7,$217
2/28/23,healthyfeet.com,Asics,1216,66,6,$204
3/1/23,healthyfeet.com,Hoka,4861,452,40,"$1,960"
3/1/23,healthyfeet.com,Saucony,3609,233,26,"$1,274"
3/1/23,healthyfeet.com,On Cloud,3330,261,24,"$1,320"
3/1/23,healthyfeet.com,Brooks,3153,265,32,$896
3/1/23,healthyfeet.com,Nike,2157,188,19,$741
3/1/23,healthyfeet.com,Reebok,2129,135,11,$473
3/1/23,healthyfeet.com,Adidas,1934,104,9,$324
3/1/23,healthyfeet.com,New Balance,1813,143,12,$360
3/1/23,healthyfeet.com,Asics,1515,106,8,$120
3/1/23,healthyfeet.com,Altra,1320,105,9,$216
3/2/23,healthyfeet.com,Hoka,4470,463,34,"$1,972"
3/2/23,healthyfeet.com,Brooks,3338,303,28,"$1,120"
3/2/23,healthyfeet.com,Saucony,2939,184,19,$912
3/2/23,healthyfeet.com,On Cloud,2796,290,30,"$1,650"
3/2/23,healthyfeet.com,Nike,2778,221,22,$660
3/2/23,healthyfeet.com,Reebok,2354,98,7,$259
3/2/23,healthyfeet.com,New Balance,1665,136,9,$270
3/2/23,healthyfeet.com,Adidas,1509,83,6,$216
3/2/23,healthyfeet.com,Altra,1450,84,7,$203
3/2/23,healthyfeet.com,Asics,1449,68,5,$95
3/3/23,healthyfeet.com,Hoka,4529,474,41,"$2,214"
3/3/23,healthyfeet.com,On Cloud,3186,356,26,"$1,430"
3/3/23,healthyfeet.com,Saucony,3077,158,16,$736
3/3/23,healthyfeet.com,Brooks,2972,345,41,$984
3/3/23,healthyfeet.com,Reebok,2224,105,6,$252
3/3/23,healthyfeet.com,Nike,2013,171,18,$882
3/3/23,healthyfeet.com,New Balance,1944,153,13,$390
3/3/23,healthyfeet.com,Adidas,1942,98,7,$287
3/3/23,healthyfeet.com,Asics,1545,94,6,$96
3/3/23,healthyfeet.com,Altra,1258,60,5,$140
3/4/23,healthyfeet.com,Hoka,5056,597,34,"$2,482"
3/4/23,healthyfeet.com,Saucony,3509,178,19,$836
3/4/23,healthyfeet.com,On Cloud,3185,245,21,"$1,155"
3/4/23,healthyfeet.com,Brooks,3160,286,27,$999
3/4/23,healthyfeet.com,Nike,2531,175,17,$663
3/4/23,healthyfeet.com,Reebok,2343,156,12,$348
3/4/23,healthyfeet.com,New Balance,1916,170,10,$300
3/4/23,healthyfeet.com,Adidas,1625,104,10,$260
3/4/23,healthyfeet.com,Asics,1590,94,8,$168
3/4/23,healthyfeet.com,Altra,1473,110,9,$234
3/5/23,healthyfeet.com,Hoka,4994,468,32,"$2,240"
3/5/23,healthyfeet.com,Brooks,3672,354,40,"$1,520"
3/5/23,healthyfeet.com,Saucony,3573,273,30,"$1,410"
3/5/23,healthyfeet.com,On Cloud,3057,313,33,"$1,815"
3/5/23,healthyfeet.com,Nike,2340,183,17,$748
3/5/23,healthyfeet.com,Reebok,2168,143,10,$460
3/5/23,healthyfeet.com,New Balance,1805,99,7,$210
3/5/23,healthyfeet.com,Adidas,1506,109,8,$248
3/5/23,healthyfeet.com,Altra,1390,61,6,$126
3/5/23,healthyfeet.com,Asics,1282,63,5,$100
3/6/23,healthyfeet.com,Hoka,3752,439,32,"$1,856"
3/6/23,healthyfeet.com,Brooks,3574,301,28,$560
3/6/23,healthyfeet.com,Saucony,2997,176,17,$680
3/6/23,healthyfeet.com,On Cloud,2770,318,31,"$1,705"
3/6/23,healthyfeet.com,Nike,2430,145,15,$510
3/6/23,healthyfeet.com,Reebok,2016,110,9,$351
3/6/23,healthyfeet.com,New Balance,1613,145,10,$300
3/6/23,healthyfeet.com,Adidas,1519,120,9,$342
3/6/23,healthyfeet.com,Asics,1490,89,6,$150
3/6/23,healthyfeet.com,Altra,1290,97,9,$261
3/7/23,healthyfeet.com,Hoka,4716,500,43,"$3,096"
3/7/23,healthyfeet.com,On Cloud,3818,400,42,"$2,310"
3/7/23,healthyfeet.com,Brooks,3543,355,35,"$1,015"
3/7/23,healthyfeet.com,Saucony,3497,300,31,"$1,271"
3/7/23,healthyfeet.com,Nike,2704,217,20,$860
3/7/23,healthyfeet.com,Reebok,2415,157,8,$288
3/7/23,healthyfeet.com,New Balance,1643,90,6,$180
3/7/23,healthyfeet.com,Adidas,1607,84,7,$238
3/7/23,healthyfeet.com,Asics,1474,69,4,$72
3/7/23,healthyfeet.com,Altra,1440,79,7,$175
3/8/23,healthyfeet.com,Hoka,4296,450,32,"$1,632"
3/8/23,healthyfeet.com,Brooks,4009,423,44,"$1,452"
3/8/23,healthyfeet.com,On Cloud,3863,348,32,"$1,760"
3/8/23,healthyfeet.com,Saucony,2954,212,22,$924
3/8/23,healthyfeet.com,Nike,2720,186,19,$589
3/8/23,healthyfeet.com,Reebok,2137,104,8,$200
3/8/23,healthyfeet.com,New Balance,1689,143,11,$330
3/8/23,healthyfeet.com,Adidas,1652,131,11,$418
3/8/23,healthyfeet.com,Altra,1479,112,10,$290
3/8/23,healthyfeet.com,Asics,1381,95,6,$192
3/9/23,healthyfeet.com,Hoka,4749,440,35,"$2,415"
3/9/23,healthyfeet.com,Brooks,3963,443,47,"$1,269"
3/9/23,healthyfeet.com,On Cloud,3962,339,35,"$1,925"
3/9/23,healthyfeet.com,Saucony,3153,233,26,"$1,300"
3/9/23,healthyfeet.com,Nike,2724,221,23,"$1,058"
3/9/23,healthyfeet.com,Reebok,2218,93,6,$186
3/9/23,healthyfeet.com,Adidas,1993,167,11,$264
3/9/23,healthyfeet.com,New Balance,1756,157,11,$330
3/9/23,healthyfeet.com,Asics,1490,92,8,$224
3/9/23,healthyfeet.com,Altra,1321,102,9,$198
3/10/23,healthyfeet.com,On Cloud,3895,296,32,"$1,760"
3/10/23,healthyfeet.com,Hoka,3849,408,35,"$2,065"
3/10/23,healthyfeet.com,Brooks,3725,419,43,"$1,333"
3/10/23,healthyfeet.com,Saucony,2943,276,29,"$1,392"
3/10/23,healthyfeet.com,Nike,2804,249,27,"$1,512"
3/10/23,healthyfeet.com,Reebok,2038,119,8,$232
3/10/23,healthyfeet.com,Adidas,1735,99,8,$328
3/10/23,healthyfeet.com,New Balance,1633,92,6,$180
3/10/23,healthyfeet.com,Asics,1302,55,5,$165
3/10/23,healthyfeet.com,Altra,1244,96,9,$243
3/11/23,healthyfeet.com,Hoka,4808,565,50,"$2,900"
3/11/23,healthyfeet.com,Brooks,3143,367,43,"$1,290"
3/11/23,healthyfeet.com,Saucony,3087,212,21,$987
3/11/23,healthyfeet.com,On Cloud,3005,251,22,"$1,210"
3/11/23,healthyfeet.com,Reebok,2492,166,10,$500
3/11/23,healthyfeet.com,Nike,2482,209,20,"$1,140"
3/11/23,healthyfeet.com,Adidas,1659,131,11,$374
3/11/23,healthyfeet.com,New Balance,1574,135,8,$240
3/11/23,healthyfeet.com,Altra,1392,97,7,$196
3/11/23,healthyfeet.com,Asics,1278,52,4,$84
3/12/23,healthyfeet.com,Hoka,3779,429,24,"$1,128"
3/12/23,healthyfeet.com,On Cloud,3613,303,31,"$1,705"
3/12/23,healthyfeet.com,Brooks,3573,331,40,"$1,320"
3/12/23,healthyfeet.com,Saucony,3450,206,23,"$1,081"
3/12/23,healthyfeet.com,Reebok,2497,126,9,$387
3/12/23,healthyfeet.com,Nike,2471,176,16,$672
3/12/23,healthyfeet.com,New Balance,1725,146,12,$360
3/12/23,healthyfeet.com,Adidas,1507,78,6,$144
3/12/23,healthyfeet.com,Asics,1432,77,6,$204
3/12/23,healthyfeet.com,Altra,1362,60,6,$204
3/13/23,healthyfeet.com,Hoka,4516,400,29,"$1,566"
3/13/23,healthyfeet.com,Brooks,3942,452,52,"$1,612"
3/13/23,healthyfeet.com,Saucony,3378,258,28,"$1,148"
3/13/23,healthyfeet.com,On Cloud,3279,251,24,"$1,320"
3/13/23,healthyfeet.com,Nike,2161,137,15,$600
3/13/23,healthyfeet.com,Reebok,2066,105,8,$328
3/13/23,healthyfeet.com,New Balance,1719,95,6,$180
3/13/23,healthyfeet.com,Adidas,1593,137,11,$451
3/13/23,healthyfeet.com,Altra,1476,115,10,$340
3/13/23,healthyfeet.com,Asics,1251,81,7,$161
3/14/23,healthyfeet.com,Hoka,3803,433,26,"$1,612"
3/14/23,healthyfeet.com,On Cloud,3553,349,35,"$1,925"
3/14/23,healthyfeet.com,Brooks,3294,319,32,$704
3/14/23,healthyfeet.com,Saucony,3137,307,32,"$1,504"
3/14/23,healthyfeet.com,Reebok,2355,122,10,$480
3/14/23,healthyfeet.com,Nike,1892,102,10,$300
3/14/23,healthyfeet.com,Adidas,1598,130,10,$400
3/14/23,healthyfeet.com,New Balance,1576,120,7,$210
3/14/23,healthyfeet.com,Asics,1518,68,6,$126
3/14/23,healthyfeet.com,Altra,1257,70,6,$174
3/15/23,healthyfeet.com,Hoka,4765,400,29,"$2,088"
3/15/23,healthyfeet.com,Brooks,3888,421,50,"$1,900"
3/15/23,healthyfeet.com,Saucony,3577,251,23,"$1,104"
3/15/23,healthyfeet.com,On Cloud,2754,294,30,"$1,650"
3/15/23,healthyfeet.com,Nike,2442,208,21,$756
3/15/23,healthyfeet.com,Reebok,2182,133,8,$384
3/15/23,healthyfeet.com,Adidas,1999,157,10,$410
3/15/23,healthyfeet.com,New Balance,1614,135,9,$270
3/15/23,healthyfeet.com,Altra,1493,118,9,$297
3/15/23,healthyfeet.com,Asics,1380,80,6,$174
3/16/23,healthyfeet.com,Hoka,4269,362,23,"$1,518"
3/16/23,healthyfeet.com,Brooks,4020,431,49,"$1,470"
3/16/23,healthyfeet.com,On Cloud,3137,245,21,"$1,155"
3/16/23,healthyfeet.com,Saucony,3096,284,30,"$1,410"
3/16/23,healthyfeet.com,Nike,2524,182,19,$950
3/16/23,healthyfeet.com,Reebok,2225,114,7,$273
3/16/23,healthyfeet.com,New Balance,1788,96,8,$240
3/16/23,healthyfeet.com,Adidas,1523,84,6,$258
3/16/23,healthyfeet.com,Asics,1330,90,7,$182
3/16/23,healthyfeet.com,Altra,1259,86,7,$161
3/17/23,healthyfeet.com,Hoka,4138,379,24,"$1,416"
3/17/23,healthyfeet.com,Brooks,3969,465,52,"$1,248"
3/17/23,healthyfeet.com,Saucony,3184,174,19,$817
3/17/23,healthyfeet.com,On Cloud,2998,260,28,"$1,540"
3/17/23,healthyfeet.com,Reebok,2288,157,8,$296
3/17/23,healthyfeet.com,Nike,2083,173,19,$703
3/17/23,healthyfeet.com,New Balance,1585,96,6,$180
3/17/23,healthyfeet.com,Adidas,1556,116,9,$234
3/17/23,healthyfeet.com,Asics,1551,70,5,$150
3/17/23,healthyfeet.com,Altra,1396,60,6,$180
3/18/23,healthyfeet.com,Hoka,4540,449,40,"$2,240"
3/18/23,healthyfeet.com,Brooks,3244,342,36,$972
3/18/23,healthyfeet.com,Saucony,2970,191,19,$950
3/18/23,healthyfeet.com,On Cloud,2964,255,18,$990
3/18/23,healthyfeet.com,Nike,2728,211,23,$943
3/18/23,healthyfeet.com,Reebok,2456,101,8,$208
3/18/23,healthyfeet.com,Adidas,1681,117,8,$144
3/18/23,healthyfeet.com,New Balance,1508,125,7,$210
3/18/23,healthyfeet.com,Asics,1432,72,6,$150
3/18/23,healthyfeet.com,Altra,1426,90,8,$192
3/19/23,healthyfeet.com,Hoka,4657,491,45,"$2,115"
3/19/23,healthyfeet.com,On Cloud,3817,455,36,"$1,980"
3/19/23,healthyfeet.com,Brooks,3165,323,39,"$1,248"
3/19/23,healthyfeet.com,Saucony,2878,188,18,$828
3/19/23,healthyfeet.com,Nike,2799,147,15,$630
3/19/23,healthyfeet.com,Reebok,2156,127,7,$266
3/19/23,healthyfeet.com,Adidas,1992,123,10,$430
3/19/23,healthyfeet.com,New Balance,1622,146,10,$300
3/19/23,healthyfeet.com,Altra,1346,75,7,$224
3/19/23,healthyfeet.com,Asics,1298,57,4,$132
3/20/23,healthyfeet.com,Hoka,4361,379,29,"$1,421"
3/20/23,healthyfeet.com,On Cloud,3842,424,45,"$2,475"
3/20/23,healthyfeet.com,Brooks,2982,331,35,$910
3/20/23,healthyfeet.com,Saucony,2890,204,19,$931
3/20/23,healthyfeet.com,Reebok,2358,154,9,$432
3/20/23,healthyfeet.com,Nike,2284,147,15,$825
3/20/23,healthyfeet.com,New Balance,1854,157,11,$330
3/20/23,healthyfeet.com,Adidas,1675,136,12,$192
3/20/23,healthyfeet.com,Asics,1525,67,5,$155
3/20/23,healthyfeet.com,Altra,1436,98,9,$234
3/21/23,healthyfeet.com,Hoka,3889,393,21,"$1,113"
3/21/23,healthyfeet.com,Saucony,3541,340,31,"$1,395"
3/21/23,healthyfeet.com,On Cloud,3176,273,30,"$1,650"
3/21/23,healthyfeet.com,Brooks,3035,343,41,"$1,230"
3/21/23,healthyfeet.com,Reebok,2324,104,8,$248
3/21/23,healthyfeet.com,Nike,2217,159,15,$570
3/21/23,healthyfeet.com,New Balance,2000,162,10,$300
3/21/23,healthyfeet.com,Adidas,1503,130,11,$330
3/21/23,healthyfeet.com,Altra,1341,74,7,$189
3/21/23,healthyfeet.com,Asics,1247,64,4,$104
3/22/23,healthyfeet.com,Hoka,4604,385,30,"$1,830"
3/22/23,healthyfeet.com,On Cloud,3124,239,24,"$1,320"
3/22/23,healthyfeet.com,Saucony,3117,278,28,"$1,288"
3/22/23,healthyfeet.com,Brooks,2965,322,31,"$1,085"
3/22/23,healthyfeet.com,Nike,2396,135,15,$465
3/22/23,healthyfeet.com,Reebok,2114,136,8,$296
3/22/23,healthyfeet.com,Adidas,1630,103,8,$272
3/22/23,healthyfeet.com,New Balance,1617,97,8,$240
3/22/23,healthyfeet.com,Altra,1462,97,8,$216
3/22/23,healthyfeet.com,Asics,1317,88,7,$154
3/23/23,healthyfeet.com,Hoka,5025,511,26,"$1,456"
3/23/23,healthyfeet.com,On Cloud,3770,444,49,"$2,695"
3/23/23,healthyfeet.com,Brooks,3706,400,38,"$1,406"
3/23/23,healthyfeet.com,Saucony,3525,280,28,"$1,148"
3/23/23,healthyfeet.com,Reebok,2140,116,8,$240
3/23/23,healthyfeet.com,Nike,1942,137,14,$756
3/23/23,healthyfeet.com,Adidas,1675,92,8,$280
3/23/23,healthyfeet.com,New Balance,1635,109,9,$270
3/23/23,healthyfeet.com,Asics,1552,66,5,$105
3/23/23,healthyfeet.com,Altra,1388,67,6,$186
3/24/23,healthyfeet.com,Hoka,4986,572,51,"$2,652"
3/24/23,healthyfeet.com,On Cloud,4028,301,24,"$1,320"
3/24/23,healthyfeet.com,Saucony,3537,352,39,"$1,638"
3/24/23,healthyfeet.com,Brooks,3428,322,36,"$1,368"
3/24/23,healthyfeet.com,Nike,2619,206,21,$630
3/24/23,healthyfeet.com,Reebok,2200,143,12,$564
3/24/23,healthyfeet.com,Adidas,1847,146,12,$456
3/24/23,healthyfeet.com,New Balance,1515,103,8,$240
3/24/23,healthyfeet.com,Altra,1432,66,6,$186
3/24/23,healthyfeet.com,Asics,1227,58,4,$96
3/25/23,healthyfeet.com,Hoka,4790,477,41,"$2,501"
3/25/23,healthyfeet.com,On Cloud,3613,335,24,"$1,320"
3/25/23,healthyfeet.com,Brooks,3373,360,37,"$1,480"
3/25/23,healthyfeet.com,Saucony,3102,262,25,"$1,225"
3/25/23,healthyfeet.com,Reebok,2213,155,10,$250
3/25/23,healthyfeet.com,Nike,2066,113,12,$720
3/25/23,healthyfeet.com,New Balance,1796,152,12,$360
3/25/23,healthyfeet.com,Adidas,1587,125,11,$440
3/25/23,healthyfeet.com,Asics,1409,85,5,$170
3/25/23,healthyfeet.com,Altra,1267,66,5,$175
3/26/23,healthyfeet.com,Hoka,4227,441,36,"$2,700"
3/26/23,healthyfeet.com,Brooks,3708,427,44,"$1,716"
3/26/23,healthyfeet.com,On Cloud,3491,315,28,"$1,540"
3/26/23,healthyfeet.com,Saucony,3455,222,21,$882
3/26/23,healthyfeet.com,Nike,2789,189,18,"$1,062"
3/26/23,healthyfeet.com,Reebok,2040,128,9,$396
3/26/23,healthyfeet.com,Adidas,1850,162,11,$418
3/26/23,healthyfeet.com,New Balance,1533,102,7,$210
3/26/23,healthyfeet.com,Asics,1368,79,5,$115
3/26/23,healthyfeet.com,Altra,1359,100,8,$224
3/27/23,healthyfeet.com,Hoka,4794,472,43,"$2,666"
3/27/23,healthyfeet.com,Brooks,3694,306,35,$805
3/27/23,healthyfeet.com,On Cloud,3377,261,20,"$1,100"
3/27/23,healthyfeet.com,Saucony,3129,217,20,$860
3/27/23,healthyfeet.com,Nike,2534,162,18,$648
3/27/23,healthyfeet.com,Reebok,2205,144,8,$304
3/27/23,healthyfeet.com,New Balance,1977,145,9,$270
3/27/23,healthyfeet.com,Adidas,1559,128,10,$350
3/27/23,healthyfeet.com,Asics,1495,96,6,$180
3/27/23,healthyfeet.com,Altra,1246,91,8,$160
3/28/23,healthyfeet.com,On Cloud,3864,426,46,"$2,530"
3/28/23,healthyfeet.com,Hoka,3728,417,35,"$2,345"
3/28/23,healthyfeet.com,Saucony,3648,194,19,$798
3/28/23,healthyfeet.com,Brooks,3404,384,38,"$1,368"
3/28/23,healthyfeet.com,Nike,2551,129,12,$468
3/28/23,healthyfeet.com,Reebok,2024,93,6,$192
3/28/23,healthyfeet.com,New Balance,1633,97,7,$210
3/28/23,healthyfeet.com,Adidas,1571,99,7,$189
3/28/23,healthyfeet.com,Altra,1480,102,9,$225
3/28/23,healthyfeet.com,Asics,1214,83,5,$110
3/29/23,healthyfeet.com,Hoka,3851,434,25,"$1,425"
3/29/23,healthyfeet.com,Saucony,3603,278,30,"$1,290"
3/29/23,healthyfeet.com,On Cloud,3217,263,28,"$1,540"
3/29/23,healthyfeet.com,Brooks,2906,241,25,$550
3/29/23,healthyfeet.com,Nike,2407,199,19,"$1,007"
3/29/23,healthyfeet.com,Reebok,2244,100,6,$246
3/29/23,healthyfeet.com,Adidas,1930,168,12,$180
3/29/23,healthyfeet.com,New Balance,1808,98,8,$240
3/29/23,healthyfeet.com,Altra,1386,73,6,$132
3/29/23,healthyfeet.com,Asics,1259,52,4,$84
3/30/23,healthyfeet.com,Hoka,4719,527,45,"$2,160"
3/30/23,healthyfeet.com,Brooks,3701,437,42,"$1,050"
3/30/23,healthyfeet.com,Saucony,3315,253,25,"$1,050"
3/30/23,healthyfeet.com,On Cloud,2772,265,30,"$1,650"
3/30/23,healthyfeet.com,Nike,2279,180,17,$578
3/30/23,healthyfeet.com,Reebok,2059,91,6,$180
3/30/23,healthyfeet.com,Adidas,1799,142,10,$310
3/30/23,healthyfeet.com,New Balance,1543,138,8,$240
3/30/23,healthyfeet.com,Asics,1293,72,5,$160
3/30/23,healthyfeet.com,Altra,1224,58,6,$198
3/31/23,healthyfeet.com,Hoka,4411,516,29,"$1,885"
3/31/23,healthyfeet.com,Brooks,3807,356,39,"$1,560"
3/31/23,healthyfeet.com,Saucony,3434,332,33,"$1,518"
3/31/23,healthyfeet.com,On Cloud,3426,411,34,"$1,870"
3/31/23,healthyfeet.com,Reebok,2064,111,8,$296
3/31/23,healthyfeet.com,Nike,2029,177,19,$893
