date,webpage,brand,impressions,clicks,revenue,rev / conv
2/13/23,runnation.com,Under Armour,1173,94,$20,$20
2/13/23,runnation.com,Mizuno,1076,67,$200,$50
2/14/23,runnation.com,On Cloud,8409,600,"$2,220",$60
2/14/23,runnation.com,Hoka,6619,464,"$2,175",$75
2/14/23,runnation.com,Nike,5520,392,$930,$30
2/14/23,runnation.com,Saucony,4227,236,$675,$45
2/14/23,runnation.com,New Balance,4172,363,$420,$35
2/14/23,runnation.com,Asics,4092,267,$350,$35
2/14/23,runnation.com,Brooks,3625,302,$760,$40
2/14/23,runnation.com,Adidas,3448,278,$798,$42
2/14/23,runnation.com,Altra,2512,109,$280,$40
2/14/23,runnation.com,Mizuno,1096,70,$200,$50
2/14/23,runnation.com,Under Armour,1070,79,$60,$20
2/15/23,runnation.com,On Cloud,7671,758,"$3,180",$60
2/15/23,runnation.com,Hoka,6728,398,"$2,208",$69
2/15/23,runnation.com,New Balance,6275,468,$945,$35
2/15/23,runnation.com,Nike,5503,407,$990,$30
2/15/23,runnation.com,Asics,4595,225,$385,$35
2/15/23,runnation.com,Saucony,4403,354,"$1,260",$45
2/15/23,runnation.com,Brooks,3630,417,"$1,440",$40
2/15/23,runnation.com,Altra,2951,148,$360,$40
2/15/23,runnation.com,Adidas,2888,240,$560,$40
2/15/23,runnation.com,Mizuno,1161,47,$150,$50
2/15/23,runnation.com,Under Armour,902,52,$40,$20
2/16/23,runnation.com,On Cloud,9244,610,"$2,220",$60
2/16/23,runnation.com,Hoka,7619,636,"$4,125",$75
2/16/23,runnation.com,Nike,6485,332,$810,$30
2/16/23,runnation.com,New Balance,5081,324,$350,$35
2/16/23,runnation.com,Asics,4535,292,$280,$35
2/16/23,runnation.com,Saucony,4459,276,$810,$45
2/16/23,runnation.com,Brooks,4056,354,"$1,200",$40
2/16/23,runnation.com,Adidas,3395,225,$675,$45
2/16/23,runnation.com,Altra,2933,167,$320,$40
2/16/23,runnation.com,Under Armour,1125,67,$20,$20
2/16/23,runnation.com,Mizuno,925,62,$200,$50
2/17/23,runnation.com,On Cloud,9260,909,"$3,780",$60
2/17/23,runnation.com,Hoka,7074,516,"$1,836",$68
2/17/23,runnation.com,Nike,6058,340,$750,$30
2/17/23,runnation.com,New Balance,5109,260,$490,$35
2/17/23,runnation.com,Saucony,4695,413,"$1,350",$45
2/17/23,runnation.com,Asics,4362,198,$280,$35
2/17/23,runnation.com,Brooks,3534,357,"$1,000",$40
2/17/23,runnation.com,Altra,2943,164,$400,$40
2/17/23,runnation.com,Adidas,2742,226,$704,$44
2/17/23,runnation.com,Mizuno,952,48,$150,$50
2/17/23,runnation.com,Under Armour,949,40,$40,$20
2/18/23,runnation.com,On Cloud,9272,750,"$3,660",$60
2/18/23,runnation.com,Hoka,8783,460,"$1,550",$62
2/18/23,runnation.com,New Balance,6421,536,$770,$35
2/18/23,runnation.com,Nike,5581,313,$750,$30
2/18/23,runnation.com,Asics,4528,296,$245,$35
2/18/23,runnation.com,Saucony,4433,305,$900,$45
2/18/23,runnation.com,Brooks,3356,397,"$1,040",$40
2/18/23,runnation.com,Altra,2586,153,$360,$40
2/18/23,runnation.com,Adidas,2521,197,$585,$45
2/18/23,runnation.com,Under Armour,967,76,$40,$20
2/18/23,runnation.com,Mizuno,901,61,$150,$50
2/19/23,runnation.com,On Cloud,9188,842,"$4,380",$60
2/19/23,runnation.com,Hoka,8320,479,"$2,380",$68
2/19/23,runnation.com,Nike,7009,359,$780,$30
2/19/23,runnation.com,New Balance,6288,370,$665,$35
2/19/23,runnation.com,Asics,3953,209,$315,$35
2/19/23,runnation.com,Saucony,3803,339,"$1,125",$45
2/19/23,runnation.com,Brooks,3505,396,"$1,360",$40
2/19/23,runnation.com,Altra,2915,160,$320,$40
2/19/23,runnation.com,Adidas,2562,212,$630,$42
2/19/23,runnation.com,Mizuno,1016,90,$250,$50
2/19/23,runnation.com,Under Armour,974,49,$20,$20
2/20/23,runnation.com,Hoka,8832,628,"$4,070",$74
2/20/23,runnation.com,On Cloud,8473,778,"$3,780",$60
2/20/23,runnation.com,Nike,6150,348,$840,$30
2/20/23,runnation.com,New Balance,4229,223,$420,$35
2/20/23,runnation.com,Brooks,4170,350,"$1,120",$40
2/20/23,runnation.com,Asics,4004,167,$280,$35
2/20/23,runnation.com,Saucony,3997,385,"$1,215",$45
2/20/23,runnation.com,Adidas,2735,203,$602,$43
2/20/23,runnation.com,Altra,2618,170,$400,$40
2/20/23,runnation.com,Mizuno,1147,55,$200,$50
2/20/23,runnation.com,Under Armour,982,51,$40,$20
2/21/23,runnation.com,On Cloud,8847,756,"$2,400",$60
2/21/23,runnation.com,Hoka,6707,588,"$2,774",$73
2/21/23,runnation.com,New Balance,6497,347,$700,$35
2/21/23,runnation.com,Nike,5763,479,"$1,080",$30
2/21/23,runnation.com,Asics,4096,214,$315,$35
2/21/23,runnation.com,Saucony,3615,198,$585,$45
2/21/23,runnation.com,Brooks,3074,361,"$1,040",$40
2/21/23,runnation.com,Adidas,2600,181,$462,$42
2/21/23,runnation.com,Altra,2596,186,$320,$40
2/21/23,runnation.com,Mizuno,1080,94,$200,$50
2/21/23,runnation.com,Under Armour,906,68,$20,$20
2/22/23,runnation.com,On Cloud,9097,698,"$3,300",$60
2/22/23,runnation.com,Hoka,6842,491,"$2,376",$72
2/22/23,runnation.com,New Balance,6177,380,$630,$35
2/22/23,runnation.com,Nike,5512,442,"$1,020",$30
2/22/23,runnation.com,Asics,3853,200,$350,$35
2/22/23,runnation.com,Saucony,3507,192,$630,$45
2/22/23,runnation.com,Brooks,3182,290,$920,$40
2/22/23,runnation.com,Adidas,2832,209,$533,$41
2/22/23,runnation.com,Altra,2575,186,$400,$40
2/22/23,runnation.com,Under Armour,942,57,$40,$20
2/22/23,runnation.com,Mizuno,836,36,$100,$50
2/23/23,runnation.com,Hoka,8629,545,"$2,340",$60
2/23/23,runnation.com,On Cloud,7234,764,"$3,420",$60
2/23/23,runnation.com,Nike,5423,383,$900,$30
2/23/23,runnation.com,New Balance,5070,360,$490,$35
2/23/23,runnation.com,Saucony,4173,395,"$1,125",$45
2/23/23,runnation.com,Asics,3921,172,$280,$35
2/23/23,runnation.com,Adidas,3408,264,$546,$42
2/23/23,runnation.com,Brooks,3406,349,"$1,160",$40
2/23/23,runnation.com,Altra,2677,148,$280,$40
2/23/23,runnation.com,Mizuno,1194,57,$150,$50
2/23/23,runnation.com,Under Armour,865,42,$40,$20
2/24/23,runnation.com,On Cloud,7610,502,"$2,280",$60
2/24/23,runnation.com,Hoka,6893,601,"$2,898",$63
2/24/23,runnation.com,Nike,6489,399,$810,$30
2/24/23,runnation.com,New Balance,4441,336,$595,$35
2/24/23,runnation.com,Saucony,4432,301,"$1,080",$45
2/24/23,runnation.com,Asics,4326,289,$350,$35
2/24/23,runnation.com,Brooks,4215,459,"$1,280",$40
2/24/23,runnation.com,Adidas,2939,186,$440,$44
2/24/23,runnation.com,Altra,2657,176,$360,$40
2/24/23,runnation.com,Mizuno,1022,60,$150,$50
2/24/23,runnation.com,Under Armour,934,64,$20,$20
2/25/23,runnation.com,Hoka,8698,669,"$2,613",$67
2/25/23,runnation.com,On Cloud,7764,846,"$3,180",$60
2/25/23,runnation.com,Nike,5354,387,$750,$30
2/25/23,runnation.com,New Balance,4689,289,$490,$35
2/25/23,runnation.com,Brooks,4319,437,"$1,200",$40
2/25/23,runnation.com,Asics,4151,167,$315,$35
2/25/23,runnation.com,Saucony,3937,223,$675,$45
2/25/23,runnation.com,Adidas,3276,282,$675,$45
2/25/23,runnation.com,Altra,2627,208,$400,$40
2/25/23,runnation.com,Mizuno,1140,50,$150,$50
2/25/23,runnation.com,Under Armour,1084,57,$20,$20
2/26/23,runnation.com,On Cloud,8615,801,"$2,520",$60
2/26/23,runnation.com,Hoka,7868,686,"$2,691",$69
2/26/23,runnation.com,Nike,6399,384,$840,$30
2/26/23,runnation.com,New Balance,4582,390,$420,$35
2/26/23,runnation.com,Asics,4108,279,$245,$35
2/26/23,runnation.com,Saucony,4005,226,$675,$45
2/26/23,runnation.com,Brooks,3020,321,"$1,120",$40
2/26/23,runnation.com,Altra,2937,126,$240,$40
2/26/23,runnation.com,Adidas,2720,238,$451,$41
2/26/23,runnation.com,Under Armour,1105,47,$40,$20
2/26/23,runnation.com,Mizuno,1020,44,$150,$50
2/27/23,runnation.com,On Cloud,7374,642,"$2,280",$60
2/27/23,runnation.com,Hoka,6778,610,"$2,263",$73
2/27/23,runnation.com,Nike,6631,483,"$1,170",$30
2/27/23,runnation.com,New Balance,4671,385,$525,$35
2/27/23,runnation.com,Saucony,3945,365,"$1,260",$45
2/27/23,runnation.com,Asics,3911,194,$350,$35
2/27/23,runnation.com,Brooks,3685,431,"$1,080",$40
2/27/23,runnation.com,Adidas,3314,267,$640,$40
2/27/23,runnation.com,Altra,2837,142,$320,$40
2/27/23,runnation.com,Under Armour,976,64,$20,$20
2/27/23,runnation.com,Mizuno,941,65,$150,$50
2/28/23,runnation.com,On Cloud,8071,834,"$4,260",$60
2/28/23,runnation.com,Hoka,7936,569,"$3,500",$70
2/28/23,runnation.com,New Balance,6320,400,$455,$35
2/28/23,runnation.com,Nike,5488,290,$600,$30
2/28/23,runnation.com,Saucony,4766,460,"$1,620",$45
2/28/23,runnation.com,Asics,4550,303,$245,$35
2/28/23,runnation.com,Brooks,4114,431,"$1,320",$40
2/28/23,runnation.com,Adidas,3246,291,$779,$41
2/28/23,runnation.com,Altra,2935,142,$320,$40
2/28/23,runnation.com,Under Armour,1006,62,$60,$20
2/28/23,runnation.com,Mizuno,914,74,$250,$50
3/1/23,runnation.com,On Cloud,8758,925,"$4,860",$60
3/1/23,runnation.com,Hoka,7808,589,"$2,501",$61
3/1/23,runnation.com,New Balance,6146,519,$630,$35
3/1/23,runnation.com,Nike,5775,381,$900,$30
3/1/23,runnation.com,Saucony,4459,350,"$1,260",$45
3/1/23,runnation.com,Asics,4024,243,$350,$35
3/1/23,runnation.com,Brooks,3215,284,"$1,000",$40
3/1/23,runnation.com,Adidas,3102,192,$495,$45
3/1/23,runnation.com,Altra,2623,146,$280,$40
3/1/23,runnation.com,Mizuno,1147,68,$200,$50
3/1/23,runnation.com,Under Armour,798,55,$40,$20
3/2/23,runnation.com,On Cloud,7697,623,"$3,360",$60
3/2/23,runnation.com,Hoka,7423,479,"$3,066",$73
3/2/23,runnation.com,New Balance,6294,397,$735,$35
3/2/23,runnation.com,Nike,5602,476,"$1,050",$30
3/2/23,runnation.com,Brooks,4474,496,"$1,800",$40
3/2/23,runnation.com,Asics,4044,263,$280,$35
3/2/23,runnation.com,Saucony,3785,333,"$1,035",$45
3/2/23,runnation.com,Adidas,2948,222,$410,$41
3/2/23,runnation.com,Altra,2575,160,$320,$40
3/2/23,runnation.com,Mizuno,878,50,$150,$50
3/2/23,runnation.com,Under Armour,821,65,$60,$20
3/3/23,runnation.com,Hoka,9701,521,"$2,240",$70
3/3/23,runnation.com,On Cloud,8213,542,"$2,700",$60
3/3/23,runnation.com,Nike,5145,263,$600,$30
3/3/23,runnation.com,Saucony,4933,267,$765,$45
3/3/23,runnation.com,New Balance,4490,276,$560,$35
3/3/23,runnation.com,Brooks,3877,312,"$1,000",$40
3/3/23,runnation.com,Asics,3803,259,$350,$35
3/3/23,runnation.com,Adidas,3070,171,$396,$44
3/3/23,runnation.com,Altra,2717,131,$280,$40
3/3/23,runnation.com,Under Armour,1036,81,$40,$20
3/3/23,runnation.com,Mizuno,855,66,$150,$50
3/4/23,runnation.com,On Cloud,9479,595,"$1,920",$60
3/4/23,runnation.com,Hoka,7756,517,"$1,890",$63
3/4/23,runnation.com,New Balance,6420,509,"$1,015",$35
3/4/23,runnation.com,Nike,5114,459,$870,$30
3/4/23,runnation.com,Asics,4341,255,$385,$35
3/4/23,runnation.com,Brooks,3355,381,"$1,240",$40
3/4/23,runnation.com,Saucony,3214,221,$675,$45
3/4/23,runnation.com,Altra,2956,231,$560,$40
3/4/23,runnation.com,Adidas,2704,157,$360,$40
3/4/23,runnation.com,Mizuno,1044,89,$250,$50
3/4/23,runnation.com,Under Armour,865,55,$60,$20
3/5/23,runnation.com,Hoka,8264,558,"$2,178",$66
3/5/23,runnation.com,On Cloud,7863,636,"$1,980",$60
3/5/23,runnation.com,Nike,5022,445,$990,$30
3/5/23,runnation.com,Asics,4275,222,$245,$35
3/5/23,runnation.com,New Balance,4172,373,$770,$35
3/5/23,runnation.com,Saucony,3885,324,"$1,080",$45
3/5/23,runnation.com,Brooks,3530,329,"$1,040",$40
3/5/23,runnation.com,Altra,2995,187,$400,$40
3/5/23,runnation.com,Adidas,2581,158,$430,$43
3/5/23,runnation.com,Mizuno,1065,77,$250,$50
3/5/23,runnation.com,Under Armour,910,49,$20,$20
3/6/23,runnation.com,Hoka,8493,610,"$2,747",$67
3/6/23,runnation.com,On Cloud,8407,629,"$1,980",$60
3/6/23,runnation.com,Nike,6470,577,"$1,110",$30
3/6/23,runnation.com,New Balance,5698,365,$770,$35
3/6/23,runnation.com,Asics,4570,196,$210,$35
3/6/23,runnation.com,Brooks,4362,373,"$1,080",$40
3/6/23,runnation.com,Saucony,3563,214,$675,$45
3/6/23,runnation.com,Adidas,3437,234,$440,$40
3/6/23,runnation.com,Altra,2728,141,$360,$40
3/6/23,runnation.com,Mizuno,1136,72,$150,$50
3/6/23,runnation.com,Under Armour,861,66,$20,$20
3/7/23,runnation.com,Hoka,8740,676,"$4,350",$75
3/7/23,runnation.com,On Cloud,7761,700,"$2,400",$60
3/7/23,runnation.com,Nike,5314,359,$750,$30
3/7/23,runnation.com,New Balance,4705,319,$665,$35
3/7/23,runnation.com,Saucony,4422,410,"$1,305",$45
3/7/23,runnation.com,Brooks,3958,353,"$1,240",$40
3/7/23,runnation.com,Asics,3897,194,$280,$35
3/7/23,runnation.com,Altra,2958,225,$440,$40
3/7/23,runnation.com,Adidas,2823,164,$320,$40
3/7/23,runnation.com,Mizuno,1072,91,$250,$50
3/7/23,runnation.com,Under Armour,752,49,$20,$20
3/8/23,runnation.com,On Cloud,9760,694,"$2,820",$60
3/8/23,runnation.com,Hoka,7781,459,"$2,560",$64
3/8/23,runnation.com,Nike,6215,488,$990,$30
3/8/23,runnation.com,New Balance,4913,331,$420,$35
3/8/23,runnation.com,Saucony,4007,262,$765,$45
3/8/23,runnation.com,Brooks,3925,348,"$1,200",$40
3/8/23,runnation.com,Asics,3864,244,$280,$35
3/8/23,runnation.com,Adidas,3011,210,$520,$40
3/8/23,runnation.com,Altra,2956,127,$280,$40
3/8/23,runnation.com,Mizuno,981,70,$200,$50
3/8/23,runnation.com,Under Armour,743,32,$20,$20
3/9/23,runnation.com,Hoka,9575,493,"$2,304",$72
3/9/23,runnation.com,On Cloud,7595,785,"$3,780",$60
3/9/23,runnation.com,New Balance,5824,442,$560,$35
3/9/23,runnation.com,Nike,5332,386,$810,$30
3/9/23,runnation.com,Asics,4013,201,$315,$35
3/9/23,runnation.com,Brooks,3785,400,"$1,440",$40
3/9/23,runnation.com,Saucony,3348,271,$855,$45
3/9/23,runnation.com,Adidas,3035,236,$504,$42
3/9/23,runnation.com,Altra,2521,190,$440,$40
3/9/23,runnation.com,Mizuno,991,82,$200,$50
3/9/23,runnation.com,Under Armour,746,51,$20,$20
3/10/23,runnation.com,On Cloud,9424,586,"$3,120",$60
3/10/23,runnation.com,Hoka,8324,606,"$3,294",$61
3/10/23,runnation.com,Nike,6330,525,"$1,230",$30
3/10/23,runnation.com,New Balance,6158,407,$805,$35
3/10/23,runnation.com,Asics,4597,294,$350,$35
3/10/23,runnation.com,Brooks,4151,424,"$1,440",$40
3/10/23,runnation.com,Saucony,3448,320,$945,$45
3/10/23,runnation.com,Adidas,2888,259,$560,$40
3/10/23,runnation.com,Altra,2851,157,$280,$40
3/10/23,runnation.com,Under Armour,1009,78,$40,$20
3/10/23,runnation.com,Mizuno,808,57,$200,$50
3/11/23,runnation.com,Hoka,8826,454,"$2,080",$65
3/11/23,runnation.com,On Cloud,7709,719,"$3,240",$60
3/11/23,runnation.com,New Balance,5904,339,$630,$35
3/11/23,runnation.com,Nike,5091,440,$870,$30
3/11/23,runnation.com,Asics,4589,237,$210,$35
3/11/23,runnation.com,Saucony,3409,207,$720,$45
3/11/23,runnation.com,Brooks,3125,346,"$1,120",$40
3/11/23,runnation.com,Altra,2803,126,$240,$40
3/11/23,runnation.com,Adidas,2796,192,$410,$41
3/11/23,runnation.com,Under Armour,1002,78,$60,$20
3/11/23,runnation.com,Mizuno,949,61,$150,$50
3/12/23,runnation.com,Hoka,8388,578,"$2,190",$73
3/12/23,runnation.com,On Cloud,8008,606,"$3,180",$60
3/12/23,runnation.com,New Balance,5439,413,$700,$35
3/12/23,runnation.com,Nike,5121,328,$630,$30
3/12/23,runnation.com,Asics,4425,300,$525,$35
3/12/23,runnation.com,Saucony,4209,287,$945,$45
3/12/23,runnation.com,Adidas,3395,271,$528,$44
3/12/23,runnation.com,Brooks,3101,334,"$1,040",$40
3/12/23,runnation.com,Altra,2651,201,$360,$40
3/12/23,runnation.com,Mizuno,1111,81,$200,$50
3/12/23,runnation.com,Under Armour,837,63,$20,$20
3/13/23,runnation.com,Hoka,8146,546,"$3,381",$69
3/13/23,runnation.com,On Cloud,7761,733,"$2,640",$60
3/13/23,runnation.com,Nike,5261,275,$570,$30
3/13/23,runnation.com,New Balance,4956,444,$525,$35
3/13/23,runnation.com,Brooks,4498,399,"$1,440",$40
3/13/23,runnation.com,Asics,4471,218,$315,$35
3/13/23,runnation.com,Saucony,3606,337,"$1,170",$45
3/13/23,runnation.com,Adidas,3474,241,$533,$41
3/13/23,runnation.com,Altra,2739,113,$240,$40
3/13/23,runnation.com,Under Armour,1040,81,$40,$20
3/13/23,runnation.com,Mizuno,1016,91,$250,$50
3/14/23,runnation.com,On Cloud,9704,671,"$2,760",$60
3/14/23,runnation.com,Hoka,8156,520,"$2,904",$66
3/14/23,runnation.com,Nike,6016,410,$960,$30
3/14/23,runnation.com,New Balance,4194,249,$525,$35
3/14/23,runnation.com,Saucony,3920,370,"$1,350",$45
3/14/23,runnation.com,Asics,3850,172,$210,$35
3/14/23,runnation.com,Brooks,3140,263,$720,$40
3/14/23,runnation.com,Adidas,2916,204,$585,$45
3/14/23,runnation.com,Altra,2556,138,$320,$40
3/14/23,runnation.com,Under Armour,883,56,$60,$20
3/14/23,runnation.com,Mizuno,871,36,$100,$50
3/15/23,runnation.com,On Cloud,9583,913,"$2,820",$60
3/15/23,runnation.com,Hoka,7389,514,"$2,345",$67
3/15/23,runnation.com,New Balance,6431,376,$700,$35
3/15/23,runnation.com,Nike,5135,306,$600,$30
3/15/23,runnation.com,Saucony,4278,354,"$1,260",$45
3/15/23,runnation.com,Asics,4077,187,$245,$35
3/15/23,runnation.com,Brooks,3302,334,$960,$40
3/15/23,runnation.com,Altra,2991,127,$240,$40
3/15/23,runnation.com,Adidas,2506,212,$420,$42
3/15/23,runnation.com,Mizuno,1148,69,$200,$50
3/15/23,runnation.com,Under Armour,981,46,$20,$20
3/16/23,runnation.com,On Cloud,9857,741,"$2,340",$60
3/16/23,runnation.com,Hoka,8411,697,"$2,920",$73
3/16/23,runnation.com,Nike,6103,357,$690,$30
3/16/23,runnation.com,New Balance,4784,249,$280,$35
3/16/23,runnation.com,Saucony,4652,387,"$1,215",$45
3/16/23,runnation.com,Asics,4542,270,$210,$35
3/16/23,runnation.com,Brooks,3120,291,$800,$40
3/16/23,runnation.com,Adidas,2959,165,$378,$42
3/16/23,runnation.com,Altra,2532,181,$440,$40
3/16/23,runnation.com,Mizuno,1004,68,$200,$50
3/16/23,runnation.com,Under Armour,731,51,$40,$20
3/17/23,runnation.com,Hoka,9045,773,"$3,705",$65
3/17/23,runnation.com,On Cloud,7837,539,"$2,220",$60
3/17/23,runnation.com,Nike,6040,412,$810,$30
3/17/23,runnation.com,New Balance,4783,323,$490,$35
3/17/23,runnation.com,Asics,4480,309,$455,$35
3/17/23,runnation.com,Saucony,3835,269,$765,$45
3/17/23,runnation.com,Brooks,3163,314,"$1,120",$40
3/17/23,runnation.com,Adidas,2987,180,$420,$42
3/17/23,runnation.com,Altra,2892,150,$360,$40
3/17/23,runnation.com,Under Armour,869,44,$20,$20
3/17/23,runnation.com,Mizuno,858,64,$200,$50
3/18/23,runnation.com,On Cloud,9565,1036,"$5,520",$60
3/18/23,runnation.com,Hoka,8797,672,"$3,819",$67
3/18/23,runnation.com,New Balance,6049,539,$735,$35
3/18/23,runnation.com,Nike,5004,397,$750,$30
3/18/23,runnation.com,Saucony,4249,306,"$1,035",$45
3/18/23,runnation.com,Brooks,4218,502,"$1,680",$40
3/18/23,runnation.com,Asics,4171,191,$175,$35
3/18/23,runnation.com,Altra,2618,187,$320,$40
3/18/23,runnation.com,Adidas,2565,165,$400,$40
3/18/23,runnation.com,Mizuno,931,57,$150,$50
3/18/23,runnation.com,Under Armour,930,67,$60,$20
3/19/23,runnation.com,On Cloud,9331,626,"$2,760",$60
3/19/23,runnation.com,Hoka,8164,705,"$2,775",$75
3/19/23,runnation.com,Nike,5825,367,$720,$30
3/19/23,runnation.com,New Balance,5628,300,$385,$35
3/19/23,runnation.com,Asics,3865,249,$385,$35
3/19/23,runnation.com,Saucony,3635,189,$720,$45
3/19/23,runnation.com,Brooks,3048,366,"$1,040",$40
3/19/23,runnation.com,Adidas,2792,207,$495,$45
3/19/23,runnation.com,Altra,2586,168,$400,$40
3/19/23,runnation.com,Under Armour,954,76,$60,$20
3/19/23,runnation.com,Mizuno,878,75,$200,$50
3/20/23,runnation.com,On Cloud,9085,674,"$2,820",$60
3/20/23,runnation.com,Hoka,8328,723,"$4,218",$74
3/20/23,runnation.com,New Balance,6426,574,"$1,190",$35
3/20/23,runnation.com,Nike,5073,428,$810,$30
3/20/23,runnation.com,Saucony,4443,379,"$1,260",$45
3/20/23,runnation.com,Brooks,4172,364,"$1,120",$40
3/20/23,runnation.com,Asics,4086,205,$175,$35
3/20/23,runnation.com,Adidas,3076,157,$405,$45
3/20/23,runnation.com,Altra,2549,119,$240,$40
3/20/23,runnation.com,Under Armour,935,39,$40,$20
3/20/23,runnation.com,Mizuno,813,45,$150,$50
3/21/23,runnation.com,On Cloud,9689,933,"$4,980",$60
3/21/23,runnation.com,Hoka,8602,491,"$3,139",$73
3/21/23,runnation.com,Nike,4963,267,$600,$30
3/21/23,runnation.com,Asics,4520,183,$315,$35
3/21/23,runnation.com,Saucony,4508,385,"$1,080",$45
3/21/23,runnation.com,Brooks,4460,512,"$1,560",$40
3/21/23,runnation.com,New Balance,4211,337,$665,$35
3/21/23,runnation.com,Altra,2845,124,$240,$40
3/21/23,runnation.com,Adidas,2711,200,$387,$43
3/21/23,runnation.com,Mizuno,1129,94,$200,$50
3/21/23,runnation.com,Under Armour,819,40,$40,$20
3/22/23,runnation.com,On Cloud,8422,688,"$3,540",$60
3/22/23,runnation.com,Hoka,7576,492,"$2,880",$72
3/22/23,runnation.com,Nike,6384,522,"$1,200",$30
3/22/23,runnation.com,New Balance,5546,485,"$1,015",$35
3/22/23,runnation.com,Brooks,4280,410,"$1,240",$40
3/22/23,runnation.com,Saucony,4258,298,$945,$45
3/22/23,runnation.com,Asics,3833,165,$140,$35
3/22/23,runnation.com,Altra,2918,218,$400,$40
3/22/23,runnation.com,Adidas,2559,192,$540,$45
3/22/23,runnation.com,Mizuno,817,36,$100,$50
3/22/23,runnation.com,Under Armour,813,40,$20,$20
3/23/23,runnation.com,Hoka,8774,785,"$5,254",$74
3/23/23,runnation.com,On Cloud,8451,537,"$2,340",$60
3/23/23,runnation.com,New Balance,6111,498,$630,$35
3/23/23,runnation.com,Nike,5805,478,"$1,020",$30
3/23/23,runnation.com,Brooks,4193,473,"$1,560",$40
3/23/23,runnation.com,Asics,3878,193,$210,$35
3/23/23,runnation.com,Saucony,3374,305,"$1,080",$45
3/23/23,runnation.com,Adidas,3226,188,$516,$43
3/23/23,runnation.com,Altra,2874,169,$360,$40
3/23/23,runnation.com,Under Armour,893,60,$60,$20
3/23/23,runnation.com,Mizuno,875,79,$200,$50
3/24/23,runnation.com,On Cloud,8607,691,"$2,820",$60
3/24/23,runnation.com,Hoka,7487,536,"$2,070",$69
3/24/23,runnation.com,Nike,5806,461,"$1,050",$30
3/24/23,runnation.com,New Balance,5424,353,$455,$35
3/24/23,runnation.com,Asics,4274,205,$315,$35
3/24/23,runnation.com,Saucony,4202,377,"$1,215",$45
3/24/23,runnation.com,Brooks,3552,292,"$1,000",$40
3/24/23,runnation.com,Altra,2854,186,$440,$40
3/24/23,runnation.com,Adidas,2601,175,$440,$40
3/24/23,runnation.com,Mizuno,907,69,$150,$50
3/24/23,runnation.com,Under Armour,736,47,$40,$20
3/25/23,runnation.com,On Cloud,9541,658,"$2,520",$60
3/25/23,runnation.com,Hoka,8561,555,"$2,664",$74
3/25/23,runnation.com,Nike,6029,369,$720,$30
3/25/23,runnation.com,New Balance,4927,400,$735,$35
3/25/23,runnation.com,Saucony,4859,377,"$1,305",$45
3/25/23,runnation.com,Asics,4166,195,$245,$35
3/25/23,runnation.com,Brooks,3565,319,$960,$40
3/25/23,runnation.com,Altra,2806,137,$320,$40
3/25/23,runnation.com,Adidas,2516,171,$344,$43
3/25/23,runnation.com,Mizuno,913,70,$150,$50
3/25/23,runnation.com,Under Armour,793,50,$20,$20
3/26/23,runnation.com,Hoka,8731,782,"$3,648",$64
3/26/23,runnation.com,On Cloud,7865,613,"$2,280",$60
3/26/23,runnation.com,New Balance,5887,517,"$1,015",$35
3/26/23,runnation.com,Nike,5420,284,$540,$30
3/26/23,runnation.com,Asics,4441,280,$420,$35
3/26/23,runnation.com,Saucony,4168,319,$900,$45
3/26/23,runnation.com,Brooks,3115,270,$960,$40
3/26/23,runnation.com,Adidas,2887,148,$280,$40
3/26/23,runnation.com,Altra,2803,192,$400,$40
3/26/23,runnation.com,Mizuno,1178,87,$250,$50
3/26/23,runnation.com,Under Armour,740,56,$20,$20
3/27/23,runnation.com,Hoka,7723,538,"$3,080",$70
3/27/23,runnation.com,On Cloud,7619,464,"$1,800",$60
3/27/23,runnation.com,Nike,5132,278,$570,$30
3/27/23,runnation.com,New Balance,4748,412,$525,$35
3/27/23,runnation.com,Asics,4453,283,$245,$35
3/27/23,runnation.com,Brooks,3862,393,"$1,160",$40
3/27/23,runnation.com,Adidas,3319,176,$585,$45
3/27/23,runnation.com,Saucony,3278,219,$720,$45
3/27/23,runnation.com,Altra,2899,218,$480,$40
3/27/23,runnation.com,Mizuno,849,65,$200,$50
3/27/23,runnation.com,Under Armour,729,37,$40,$20
3/28/23,runnation.com,On Cloud,9223,684,"$2,580",$60
3/28/23,runnation.com,Hoka,8126,644,"$3,404",$74
3/28/23,runnation.com,Nike,5629,379,$840,$30
3/28/23,runnation.com,Brooks,4252,418,"$1,200",$40
3/28/23,runnation.com,Asics,4251,282,$420,$35
3/28/23,runnation.com,New Balance,4071,329,$595,$35
3/28/23,runnation.com,Saucony,3693,231,$810,$45
3/28/23,runnation.com,Adidas,3381,296,$924,$44
3/28/23,runnation.com,Altra,2549,111,$280,$40
3/28/23,runnation.com,Mizuno,1008,58,$150,$50
3/28/23,runnation.com,Under Armour,912,72,$60,$20
3/29/23,runnation.com,On Cloud,9585,679,"$3,120",$60
3/29/23,runnation.com,Hoka,9181,623,"$3,500",$70
3/29/23,runnation.com,New Balance,6288,371,$525,$35
3/29/23,runnation.com,Nike,5214,311,$600,$30
3/29/23,runnation.com,Saucony,4887,447,"$1,350",$45
3/29/23,runnation.com,Brooks,4040,378,"$1,000",$40
3/29/23,runnation.com,Asics,3918,274,$280,$35
3/29/23,runnation.com,Adidas,3049,153,$369,$41
